,gene_symbol,alias_symbol,ENSG_ID,HGNC_ID,NCBI_ID,collision,source
741,TLE4,"E(spl),ESG,GRG4",ENSG00000106829,11840,7091.0,ESG,HGNC
742,DPPA5,Esg1,ENSG00000203909,19201,340168.0,ESG1,HGNC
743,TLE1,"ESG1,GRG1,ESG,TLE-1",ENSG00000196781,11837,7088.0,ESG1,HGNC
744,ESCO1,"ESO1,EFO1,KIAA1911",ENSG00000141446,24645,114799.0,ESO1,HGNC
745,CTAG1B,"NY-ESO-1,LAGE2B,LAGE2A,ESO1,CT6.1",ENSG00000184033,2491,1485.0,ESO1,HGNC
746,CTAG1A,"LAGE2A,ESO1",ENSG00000268651,24198,246100.0,ESO1,HGNC
747,ESPL1,"KIAA0165,ESP1,SEPA",ENSG00000135476,16856,9700.0,ESP1,HGNC
748,CRIP2,"CRP2,ESP1",ENSG00000182809,2361,1397.0,ESP1,HGNC
749,SULT1E1,EST,ENSG00000109193,11377,6783.0,EST,HGNC
750,MAP3K8,"Tpl-2,EST,c-COT,MEKK8",ENSG00000107968,6860,1326.0,EST,HGNC
751,SMARCAD1,"ETL1,DKFZP762K2015,KIAA1122,DKFZp762K2015",ENSG00000163104,18398,56916.0,ETL1,HGNC
752,LGI1,"IB1099,ETL1,EPITEMPIN",ENSG00000108231,6572,9211.0,ETL1,HGNC
753,ZNF160,"HZF5,F11,KR18,HKr18,FLJ00032,KIAA1611",ENSG00000170949,12948,90338.0,F11,HGNC
754,ZNF159,F11,,12944,,F11,HGNC
755,FAM138F,F379,ENSG00000282591,33581,641702.0,F379,HGNC
756,FAM138A,F379,ENSG00000237613,32334,645520.0,F379,HGNC
757,FAM138B,F379,ENSG00000226516,33582,654412.0,F379,HGNC
758,FAM138C,F379,ENSG00000218839,32333,654835.0,F379,HGNC
759,FAM138E,F379,ENSG00000248893,32335,100124412.0,F379,HGNC
760,FAM138D,F379,ENSG00000249054,33583,677784.0,F379,HGNC
761,FANCD2,"FAD,FA-D2",ENSG00000144554,3585,2177.0,FAD,HGNC
762,PSEN1,"FAD,S182,PS1,PS-1,PSNL1",ENSG00000080815,9508,5663.0,FAD,HGNC
763,BRCA2,"FAD,FAD1,BRCC2,XRCC11",ENSG00000139618,1101,675.0,FAD,HGNC
764,FLAD1,"PP591,FAD1",ENSG00000160688,24671,80308.0,FAD1,HGNC
765,BRCA2,"FAD,FAD1,BRCC2,XRCC11",ENSG00000139618,1101,675.0,FAD1,HGNC
766,FANCF,FAF,ENSG00000183161,3587,2188.0,FAF,HGNC
767,USP9X,"DFFRX,FAF,FAF-X,MRX99",ENSG00000124486,12632,8239.0,FAF,HGNC
768,FALEC,"ncRNA-a1,FAL1",ENSG00000228126,43713,100874054.0,FAL1,HGNC
769,EIF4A3,"KIAA0111,EIF4AIII,Fal1",ENSG00000141543,18683,9775.0,FAL1,HGNC
770,CCDC198,"FLJ10650,FAME",ENSG00000100557,20189,55195.0,FAME,HGNC
771,FCMTE3,"BAFME,FAME",,37160,,FAME,HGNC
772,FOXD3-AS1,"pasFOXD3,FAST",ENSG00000230798,40241,100996301.0,FAST,HGNC
773,FASTK,FAST,ENSG00000164896,24676,10922.0,FAST,HGNC
774,FBXL2,"FBL2,FBL3",ENSG00000153558,13598,25827.0,FBL2,HGNC
775,FBXL20,"MGC15482,Fbl2,Fbl20",ENSG00000108306,24679,84961.0,FBL2,HGNC
776,FBXL3,"FBL3,FBL3A",ENSG00000005812,13599,26224.0,FBL3,HGNC
777,FBXL2,"FBL2,FBL3",ENSG00000153558,13598,25827.0,FBL3,HGNC
778,FBXL4,"FBL4,FBL5",ENSG00000112234,13601,26235.0,FBL4,HGNC
779,FBXL5,"FBL4,FBL5,FLR1",ENSG00000118564,13602,26234.0,FBL4,HGNC
780,FBXL5,"FBL4,FBL5,FLR1",ENSG00000118564,13602,26234.0,FBL5,HGNC
781,FBXL4,"FBL4,FBL5",ENSG00000112234,13601,26235.0,FBL5,HGNC
782,FBXL6,FBL6,ENSG00000182325,13603,26233.0,FBL6,HGNC
783,FBXL7,"KIAA0840,FBL7,FBL6",ENSG00000183580,13604,23194.0,FBL6,HGNC
784,KDM2A,"KIAA1004,FBL11,LILINA,DKFZP434M1735,FBL7,FLJ00115,CXXC8,JHDM1A",ENSG00000173120,13606,22992.0,FBL7,HGNC
785,FBXL7,"KIAA0840,FBL7,FBL6",ENSG00000183580,13604,23194.0,FBL7,HGNC
786,FUBP1,FBP,ENSG00000162613,4004,8880.0,FBP,HGNC
787,RAB14,"FBP,RAB-14",ENSG00000119396,16524,51552.0,FBP,HGNC
788,FBXO8,"FBX8,FBS",ENSG00000164117,13587,26269.0,FBS,HGNC
789,FBRS,"FBS,FLJ11618",ENSG00000156860,20442,64319.0,FBS,HGNC
790,FBXO44,"FBX30,FBG3,MGC14140,Fbxo6a,Fbx44",ENSG00000132879,24847,93611.0,FBX30,HGNC
791,FBXO30,"MGC21674,Fbx30",ENSG00000118496,15600,84085.0,FBX30,HGNC
792,FBXW7,"AGO,FLJ11071,SEL-10,SEL10,FBW7,FBX30,CDC4,FBXW6",ENSG00000109670,16712,55294.0,FBX30,HGNC
793,GTF2E2,"TFIIE-B,FE,TF2E2",ENSG00000197265,4651,2961.0,FE,HGNC
794,GTF2E1,"TFIIE-A,FE",ENSG00000153767,4650,2960.0,FE,HGNC
795,AFP,FETA,ENSG00000081051,317,174.0,FETA,HGNC
796,ATP8B5P,FetA,ENSG00000179766,27245,158381.0,FETA,HGNC
797,FTH1,"FTH,PLIF,PIG15,FHC",ENSG00000167996,3976,2495.0,FHC,HGNC
798,MYBPC3,"FHC,cMyBP-C",ENSG00000134571,7551,4607.0,FHC,HGNC
799,HPLH1,FHL1,,23824,,FHL1,HGNC
800,CFH,"HUS,FHL1,ARMS1,ARMD4",ENSG00000000971,4883,3075.0,FHL1,HGNC
801,DEPP1,"DEPP,FIG,Fseg",ENSG00000165507,23355,11067.0,FIG,HGNC
802,GOPC,"dJ94G16.2,PIST,FIG,GOPC1,CAL",ENSG00000047932,17643,57120.0,FIG,HGNC
803,IL36A,"FIL1,FIL1E,IL-1F6,IL1(EPSILON),MGC129553,MGC129552",ENSG00000136694,15562,27179.0,FIL1,HGNC
804,IL37,"FIL1,FIL1Z,FIL1(ZETA),IL-1H4,IL-1RP1,IL-1F7",ENSG00000125571,15563,27178.0,FIL1,HGNC
805,IL36RN,"FIL1,FIL1(DELTA),FIL1D,IL1HY1,IL1RP3,IL1L1,IL-1F5,IL36RA,MGC29840",ENSG00000136695,15561,26525.0,FIL1,HGNC
806,IL36B,"FIL1,IL-1H2,IL-1F8,FILI-(ETA),IL1-ETA,IL1H2,MGC126880,MGC126882",ENSG00000136696,15564,27177.0,FIL1,HGNC
807,FARP2,"KIAA0793,FIR,PLEKHC3,FRG",ENSG00000006607,16460,9855.0,FIR,HGNC
808,PUF60,"FIR,SIAHBP1,RoBPI",ENSG00000179950,17042,22827.0,FIR,HGNC
809,FIRRM,"FLJ10706,Apolo1,FLIP,MEICA1",ENSG00000000460,25565,55732.0,FLIP,HGNC
810,CFLAR,"CASH,Casper,CLARP,FLAME,FLIP,I-FLICE,MRIT,c-FLIP,cFLIP",ENSG00000003402,1876,8837.0,FLIP,HGNC
811,TLR5,"TIL3,FLJ10052,MGC126430,MGC126431",ENSG00000187554,11851,7100.0,FLJ10052,HGNC
812,SUSD4,FLJ10052,ENSG00000143502,25470,55061.0,FLJ10052,HGNC
813,PCMTD2,FLJ10883,ENSG00000203880,15882,55251.0,FLJ10883,HGNC
814,PCMTD1,FLJ10883,ENSG00000168300,30483,115294.0,FLJ10883,HGNC
815,FOCAD,FLJ20375,ENSG00000188352,23377,54914.0,FLJ20375,HGNC
816,BRD10,FLJ20375,ENSG00000183354,23378,158358.0,FLJ20375,HGNC
817,CHST5,"I-GLCNAC-6-ST,FLJ22167",ENSG00000135702,1973,23563.0,FLJ22167,HGNC
818,TMEM231,"FLJ22167,ALYE870,PRO1886,JBTS20,MKS11",ENSG00000205084,37234,79583.0,FLJ22167,HGNC
819,SLC35F4,FLJ37712,ENSG00000151812,19845,341880.0,FLJ37712,HGNC
820,SLC35F3,FLJ37712,ENSG00000183780,23616,148641.0,FLJ37712,HGNC
821,CTAGE4,"FLJ43692,cTAGE-4",ENSG00000288784,24772,100128553.0,FLJ43692,HGNC
822,ARHGEF35,"FLJ43692,CTAGE4",ENSG00000213214,33846,445328.0,FLJ43692,HGNC
823,CHTOP,"DKFZP547E1010,SRAG,FOP",ENSG00000160679,24511,26097.0,FOP,HGNC
824,CEP43,FOP,ENSG00000213066,17012,11116.0,FOP,HGNC
825,SDHA,"FP,SDHF",ENSG00000073578,10680,6389.0,FP,HGNC
826,PTGFR,FP,ENSG00000122420,9600,5737.0,FP,HGNC
827,MSX2,"CRS2,FPP,HOX8,MSH,PFM",ENSG00000120149,7392,4488.0,FPP,HGNC
828,ALX4,"FPP,PFM,KIAA1788",ENSG00000052850,450,60529.0,FPP,HGNC
829,ATAD5,"FLJ12735,FRAG1,ELG1",ENSG00000176208,25752,79915.0,FRAG1,HGNC
830,PGAP2,"FRAG1,CWH43-N",ENSG00000148985,17893,27315.0,FRAG1,HGNC
831,FRZB,"FRZB-PEN,FRZB1,SRFP3,FRP-3,SFRP3,FRE,FRITZ,FRZB-1,FZRB,hFIZ",ENSG00000162998,3959,2487.0,FRITZ,HGNC
832,WDPCP,"hFrtz,fritz,BBS15,CPLANE5",ENSG00000143951,28027,51057.0,FRITZ,HGNC
833,SFRP1,"SARP2,FRP,FRP-1",ENSG00000104332,10776,6422.0,FRP,HGNC
834,FSTL1,"FRP,FSL1,OCC1,OCC-1,tsc36",ENSG00000163430,3972,11167.0,FRP,HGNC
835,FST,FS,ENSG00000134363,3971,10468.0,FS,HGNC
836,GBGT1,"UDP-GalNAc,A3GALNT,MGC44848,FS",ENSG00000148288,20460,26301.0,FS,HGNC
837,S100A4,"P9KA,18A2,PEL98,42A,FSP1",ENSG00000196154,10494,6275.0,FSP1,HGNC
838,ATL1,"FSP1,AD-FSP",ENSG00000198513,11231,51062.0,FSP1,HGNC
839,AIFM2,"FLJ14497,PRG3,FSP1",ENSG00000042286,21411,84883.0,FSP1,HGNC
840,TNNI2,"FSSV,DA2B,fsTnI",ENSG00000130598,11946,7136.0,FSSV,HGNC
841,TNNT3,"AMCD2B,DA2B,FSSV,DKFZp779M2348",ENSG00000130595,11950,7140.0,FSSV,HGNC
842,FUS,"TLS,FUS1,hnRNP-P2,HNRNPP2",ENSG00000089280,4010,2521.0,FUS1,HGNC
843,TUSC2,"FUS1,PAP,C3orf11",ENSG00000114383,17034,11334.0,FUS1,HGNC
844,GNA13,"G13,MGC46138",ENSG00000120063,4381,10672.0,G13,HGNC
845,ATF6B,"G13,ATF6beta",ENSG00000213676,2349,1388.0,G13,HGNC
846,RNF5,"NG2,G16,RING5,RMA1",ENSG00000204308,10068,6048.0,G16,HGNC
847,RBM6,"DEF-3,3G2,NY-LU-12,g16,DEF3",ENSG00000004534,9903,10180.0,G16,HGNC
848,SLC38A3,"G17,SN1,SNAT3",ENSG00000188338,18044,10991.0,G17,HGNC
849,PBX2,"G17,HOX12,PBX2MHC",ENSG00000204304,8633,5089.0,G17,HGNC
850,GPSM3,"NG1,G18,G18.1a,G18.1b,G18.2,AGS4",ENSG00000213654,13945,63940.0,G18,HGNC
851,CISH,"CIS,G18,CIS-1,SOCS",ENSG00000114737,1984,1154.0,G18,HGNC
852,CRYGEP,G2,ENSG00000229150,2412,200575.0,G2,HGNC
853,PRRC2A,"G2,D6S51E",ENSG00000204469,13918,7916.0,G2,HGNC
854,KIAA1549L,"G2,MGC34830",ENSG00000110427,24836,25758.0,G2,HGNC
855,GAGE2D,GAGE8,,31959,729408.0,GAGE8,HGNC
856,GAGE2E,GAGE8,ENSG00000275113,31960,26749.0,GAGE8,HGNC
857,LGALS7B,GAL7,ENSG00000178934,34447,653499.0,GAL7,HGNC
858,LGALS7,"GAL7,PIG1,TP53I1,LGALS7A",ENSG00000205076,6568,3963.0,GAL7,HGNC
859,GALNT10,GalNAc-T10,ENSG00000164574,19873,55568.0,GALNAC-T10,HGNC
860,GALNT14,"GalNac-T10,FLJ12691,GalNac-T14",ENSG00000158089,22946,79623.0,GALNAC-T10,HGNC
861,GALNT17,"GALNTL3,GalNAc-T5L,GalNAc-T19,GalNAc-T17,ppGalNAc-T17",ENSG00000185274,16347,64409.0,GALNAC-T5L,HGNC
862,GALNTL5,GalNAc-T5L,ENSG00000106648,21725,168391.0,GALNAC-T5L,HGNC
863,GALNS,"GAS,GALNAC6S,GalN6S",ENSG00000141012,4122,2588.0,GAS,HGNC
864,PAGR1,"MGC4606,GAS,PA1",ENSG00000280789,28707,79447.0,GAS,HGNC
865,VOPP1,"ECop,GASP,FLJ20532,DKFZp564K0822,WBP1L2",ENSG00000154978,34518,81552.0,GASP,HGNC
866,GPRASP1,"GASP,GASP1",ENSG00000198932,24834,9737.0,GASP,HGNC
867,PIAS1,"GBP,GU/RH-II,ZMIZ3",ENSG00000033800,2752,8554.0,GBP,HGNC
868,HADHA,"GBP,LCEH,LCHAD,MTPA",ENSG00000084754,4801,3030.0,GBP,HGNC
869,LGALS1,GBP,ENSG00000100097,6561,3956.0,GBP,HGNC
870,TMEM132A,"GBP,FLJ20539",ENSG00000006118,31092,54972.0,GBP,HGNC
871,OLFM4,"OlfD,GW112,GC1,pDP4",ENSG00000102837,17190,10562.0,GC1,HGNC
872,SOD2,"GClnc1,MnSOD,IPOB,GC1",ENSG00000291237,11180,6648.0,GC1,HGNC
873,SLC25A22,"GC1,FLJ13044,NET44,EIEE3,GC-1",ENSG00000177542,19954,79751.0,GC1,HGNC
874,ALPG,GCAP,ENSG00000163286,441,251.0,GCAP,HGNC
875,GUCA1A,"GCAP,GCAP1,COD3,dJ139D8.6,CORD14,GCAP-I,GCAP-1",ENSG00000048545,4678,2978.0,GCAP,HGNC
876,CRLS1,"dJ967N21.6,CLS1,GCD10",ENSG00000088766,16148,54675.0,GCD10,HGNC
877,TRMT6,"GCD10,MGC5029,Gcd10p,CGI-09",ENSG00000089195,20900,51605.0,GCD10,HGNC
878,GCA,GCL,ENSG00000115271,15990,25801.0,GCL,HGNC
879,GMCL2,GCL,ENSG00000244234,19717,64396.0,GCL,HGNC
880,KAT2A,"GCN5,PCAF-b",ENSG00000108773,4201,2648.0,GCN5,HGNC
881,KAT2B,"P/CAF,GCN5,GCN5L",ENSG00000114166,8638,8850.0,GCN5,HGNC
882,FOLH1,"PSM,PSMA,NAALAD1,NAALAdase,GCP2,GCPII",ENSG00000086205,3788,2346.0,GCP2,HGNC
883,GOLGA4,"GOLG,GCP2,p230,golgin-240",ENSG00000144674,4427,2803.0,GCP2,HGNC
884,TUBGCP2,"GCP2,Spc97p,SPBC97,hGCP2,ALP4",ENSG00000130640,18599,10844.0,GCP2,HGNC
885,GCLC,GCS,ENSG00000001084,4311,2729.0,GCS,HGNC
886,UGCG,GCS,ENSG00000148154,12524,7357.0,GCS,HGNC
887,PAEP,"PEP,PP14,GdA,GdS,GdF,PAEG,GD,MGC138509,MGC142288",ENSG00000122133,8573,5047.0,GDA,HGNC
888,SLC25A16,"GDA,D10S105E,HGT.1,ML7",ENSG00000122912,10986,8034.0,GDA,HGNC
889,UGDH,"GDH,UDPGDH,UDP-GlcDH,UGD",ENSG00000109814,12525,7358.0,GDH,HGNC
890,GLUD1,"GDH,GDH1,hGDH1",ENSG00000148672,4335,2746.0,GDH,HGNC
891,CRYL1,"GDH,lambda-CRY,MGC149525,MGC149526",ENSG00000165475,18246,51084.0,GDH,HGNC
892,SERPINE2,"PN1,GDN,PNI,nexin",ENSG00000135919,8951,5270.0,GDN,HGNC
893,MAML3,"KIAA1816,MAM2,CAGH3,GDN",ENSG00000196782,16272,55534.0,GDN,HGNC
894,SMN2,"BCD541,SMNC,GEMIN1,TDRD16B",ENSG00000205571,11118,6607.0,GEMIN1,HGNC
895,SMN1,"BCD541,SMNT,SMA1,SMA2,SMA3,GEMIN1,TDRD16A",ENSG00000172062,11117,6606.0,GEMIN1,HGNC
896,RMND5B,"FLJ22318,GID2,GID2B",ENSG00000145916,26181,64777.0,GID2,HGNC
897,RMND5A,"FLJ13910,RMD5,GID2,GID2A,p44CTLH",ENSG00000153561,25850,64795.0,GID2,HGNC
898,MT3,GIF,ENSG00000087250,7408,4504.0,GIF,HGNC
899,MIF,GIF,ENSG00000240972,7097,4282.0,GIF,HGNC
900,NKG7,"GIG1,GMP-17",ENSG00000105374,7830,4818.0,GIG1,HGNC
901,ZNF704,"FLJ16218,Gig1",ENSG00000164684,32291,619279.0,GIG1,HGNC
902,CCN1,GIG1,ENSG00000142871,2654,3491.0,GIG1,HGNC
903,C1QTNF1,"CTRP1,ZSIG37,GIP,FLJ90694",ENSG00000173918,14324,114897.0,GIP,HGNC
904,GNAI2,GIP,ENSG00000114353,4385,2771.0,GIP,HGNC
905,OSTM1,"HSPC019,GL",ENSG00000081087,21652,28962.0,GL,HGNC
906,PPP1R3B,"GL,FLJ14005,PPP1R4",ENSG00000173281,14942,79660.0,GL,HGNC
907,EHMT1,"Eu-HMTase1,FLJ12879,KIAA1876,bA188C12.1,KMT1D,FLJ40292,GLP",ENSG00000181090,24650,79813.0,GLP,HGNC
908,GOLGA6A,GLP,ENSG00000159289,13567,342096.0,GLP,HGNC
909,ZGLP1,"GLP1,GLP-1,GATAD3",ENSG00000220201,37245,100125288.0,GLP-1,HGNC
910,GCG,"GLP1,GLP2,GRPP,GLP-1",ENSG00000115263,4191,2641.0,GLP-1,HGNC
911,ZGLP1,"GLP1,GLP-1,GATAD3",ENSG00000220201,37245,100125288.0,GLP1,HGNC
912,GCG,"GLP1,GLP2,GRPP,GLP-1",ENSG00000115263,4191,2641.0,GLP1,HGNC
913,GRIK3,"GluK3,GLUR7",ENSG00000163873,4581,2899.0,GLUR7,HGNC
914,GRM7,"GLUR7,GPRC1G,mGlu7,MGLUR7,PPP1R87",ENSG00000196277,4599,2917.0,GLUR7,HGNC
915,SLC2A8,"GLUTX1,GLUT8",ENSG00000136856,13812,29988.0,GLUT8,HGNC
916,SLC2A12,"GLUT12,GLUT8",ENSG00000146411,18067,154091.0,GLUT8,HGNC
917,SLC2A6,"GLUT9,GLUT6,HSA011372",ENSG00000160326,11011,11182.0,GLUT9,HGNC
918,SLC2A9,"Glut9,GLUTX,URATv1",ENSG00000109667,13446,56606.0,GLUT9,HGNC
919,GOLT1B,"CGI-141,YMR292W,GOT1",ENSG00000111711,20175,51026.0,GOT1,HGNC
920,GOLT1A,"FLJ42654,CGI-141,YMR292W,GOT1,MGC62027",ENSG00000174567,24766,127845.0,GOT1,HGNC
921,CD68,"SCARD1,GP110,DKFZp686M18236,LAMP4",ENSG00000129226,1693,968.0,GP110,HGNC
922,ADRM1,"GP110,Rpn13,ARM1,PSMD16",ENSG00000130706,15759,11047.0,GP110,HGNC
923,IL6ST,"GP130,CD130,sGP130,IL-6RB",ENSG00000134352,6021,3572.0,GP130,HGNC
924,LRPPRC,"GP130,LRP130",ENSG00000138095,15714,10128.0,GP130,HGNC
925,CNTN1,"F3,GP135",ENSG00000018236,2171,1272.0,GP135,HGNC
926,PODXL,"PCLP,Gp200,PC,PODXL1,PDX,gp135",ENSG00000128567,9171,5420.0,GP135,HGNC
927,CPD,GP180,ENSG00000108582,2301,1362.0,GP180,HGNC
928,PTPRC,"LCA,T200,GP180,LY5,B220,CD45R",ENSG00000081237,9666,5788.0,GP180,HGNC
929,CHI3L1,"GP39,YKL40,YK-40",ENSG00000133048,1932,1116.0,GP39,HGNC
930,CD40LG,"CD40L,TRAP,gp39,hCD40L,CD154,CD40-L,HIGM1,T-BAM",ENSG00000102245,11935,959.0,GP39,HGNC
931,PDPN,"T1A-2,Gp38,aggrus,GP40,PA2.26,D2-40",ENSG00000162493,29602,10630.0,GP40,HGNC
932,CD7,"GP40,LEU-9,TP41,Tp40",ENSG00000173762,1695,924.0,GP40,HGNC
933,GPBAR1,"BG37,GPCR,TGR5,M-BAR,GPCR19,GPR131,MGC40597",ENSG00000179921,19680,151306.0,GPCR,HGNC
934,OXER1,"GPCR,TG1019,GPR170",ENSG00000162881,24884,165140.0,GPCR,HGNC
935,ACKR1,"CCBP1,GPD,Dfy,CD234",ENSG00000213088,4035,2532.0,GPD,HGNC
936,GYPC,"GPC,GYPD,Ge,CD236,CD236R,GPD",ENSG00000136732,4704,2995.0,GPD,HGNC
937,LGALS12,GRIP1,ENSG00000133317,15788,85329.0,GRIP1,HGNC
938,NCOA2,"TIF2,GRIP1,NCoA-2,KAT13C,bHLHe75",ENSG00000140396,7669,10499.0,GRIP1,HGNC
939,UCMA,GRP,ENSG00000165623,25205,221044.0,GRP,HGNC
940,LGALSL,"HSPC159,GRP",ENSG00000119862,25012,29094.0,GRP,HGNC
941,DDX25,GRTH,ENSG00000109832,18698,29118.0,GRTH,HGNC
942,THRB,"THRB1,THRB2,NR1A2,THR1,ERBA-BETA,GRTH,TRbeta,TRb,c-erbA-beta,c-erbA-2,THRbeta,TRbeta1,THRbeta1,Thrbeta2",ENSG00000151090,11799,7068.0,GRTH,HGNC
943,MYO5A,"MYO5,GS1,MYR12",ENSG00000197535,7602,4644.0,GS1,HGNC
944,PUDP,"DXF68S1E,GS1",ENSG00000130021,16818,8226.0,GS1,HGNC
945,RAB27A,"RAB27,RAM,GS2,HsT18676",ENSG00000069974,9766,5873.0,GS2,HGNC
946,PNPLA4,"DXS1283E,GS2,iPLA2eta",ENSG00000006757,24887,8228.0,GS2,HGNC
947,CTLA4,"CD152,CD,GSE,CTLA-4",ENSG00000163599,2505,1493.0,GSE,HGNC
948,CELIAC2,"CD,GSE",,19378,,GSE,HGNC
949,KYAT1,"KATI,GTK",ENSG00000171097,1564,883.0,GTK,HGNC
950,FRK,"RAK,GTK",ENSG00000111816,3955,2444.0,GTK,HGNC
951,NPR3,"GUCY2B,FLJ14054",ENSG00000113389,7945,4883.0,GUCY2B,HGNC
952,NPR2,"GUCY2B,ANPb,GC-B",ENSG00000159899,7944,4882.0,GUCY2B,HGNC
953,ERV3-1,"H-PLK,HERV-R,ERV-R,envR",ENSG00000213462,3454,2086.0,H-PLK,HGNC
954,ZNF117,"HPF9,H-plk",ENSG00000152926,12897,51351.0,H-PLK,HGNC
955,VPS45,"h-vps45,H1",ENSG00000136631,14579,11311.0,H1,HGNC
956,RLN1,H1,ENSG00000107018,10026,6013.0,H1,HGNC
957,CLIC4,"DKFZP566G223,CLIC4L,P64H1,H1,huH1,p64H1",ENSG00000169504,13518,25932.0,H1,HGNC
958,RLN2,"H2,RLXH2,bA12D24.1.1,bA12D24.1.2",ENSG00000107014,10027,6019.0,H2,HGNC
959,FGFR1,"H2,H3,H4,H5,CEK,FLG,BFGFR,N-SAM,CD331",ENSG00000077782,3688,2260.0,H2,HGNC
960,TUBA4A,"FLJ30169,H2-ALPHA",ENSG00000127824,12407,7277.0,H2-ALPHA,HGNC
961,TUBA3D,H2-ALPHA,ENSG00000075886,24071,113457.0,H2-ALPHA,HGNC
962,H2AC17,"H2A/n,H2A.1",ENSG00000278677,4735,8336.0,H2A.1,HGNC
963,H2AC8,"H2A/a,H2A.1",ENSG00000277075,4724,3012.0,H2A.1,HGNC
964,H2AB2,H2A.B.1,ENSG00000277858,18298,474381.0,H2A.B.1,HGNC
965,H2AB3,H2A.B.1,ENSG00000277745,14455,83740.0,H2A.B.1,HGNC
966,H2AC20,H2A/q,ENSG00000184260,4738,8338.0,H2A/Q,HGNC
967,H2AC18,"H2A.2,H2A/q",ENSG00000288825,4736,8337.0,H2A/Q,HGNC
968,H2BC21,"H2B/q,H2B.1,H2BE,H2B-GL105",ENSG00000184678,4760,8349.0,H2B.1,HGNC
969,H2BC4,"H2B/l,H2B.1",ENSG00000180596,4757,8347.0,H2B.1,HGNC
970,H3C14,"MGC9629,H3/m,H3,H3.2,H3/M",ENSG00000203811,20503,126961.0,H3,HGNC
971,FGFR1,"H2,H3,H4,H5,CEK,FLG,BFGFR,N-SAM,CD331",ENSG00000077782,3688,2260.0,H3,HGNC
972,RLN3,"ZINS4,RXN3,H3",ENSG00000171136,17135,117579.0,H3,HGNC
973,H3C3,"H3/c,H3.1",ENSG00000287080,4768,8352.0,H3.1,HGNC
974,H3C6,"H3/d,H3.1",ENSG00000274750,4769,8353.0,H3.1,HGNC
975,H4C6,"H4/c,H4",ENSG00000274618,4783,8361.0,H4,HGNC
976,FGFR1,"H2,H3,H4,H5,CEK,FLG,BFGFR,N-SAM,CD331",ENSG00000077782,3688,2260.0,H4,HGNC
977,CCDC6,"PTC,TPC,H4,PTC1",ENSG00000108091,18782,8030.0,H4,HGNC
978,SEPTIN5,"HCDCREL-1,H5,Septin-5,CDCREL-1",ENSG00000184702,9164,5413.0,H5,HGNC
979,SEPTIN4,"H5,CE5B3,hucep-7,ARTS,hCDCREL-2,MART,FLJ40121,Septin-4",ENSG00000108387,9165,5414.0,H5,HGNC
980,FGFR1,"H2,H3,H4,H5,CEK,FLG,BFGFR,N-SAM,CD331",ENSG00000077782,3688,2260.0,H5,HGNC
981,ARHGAP45,"KIAA0223,HA-1",ENSG00000180448,17102,23526.0,HA-1,HGNC
982,KRT31,Ha-1,ENSG00000094796,6448,3881.0,HA-1,HGNC
983,MYO1G,HA-2,ENSG00000136286,13880,64005.0,HA-2,HGNC
984,KRT32,Ha-2,ENSG00000108759,6449,3882.0,HA-2,HGNC
985,ST14,"SNC19,HAI,MT-SP1,TMPRSS14,CAP3",ENSG00000149418,11344,6768.0,HAI,HGNC
986,SPINT1,"HAI,HAI-1,MANSC2",ENSG00000166145,11246,6692.0,HAI,HGNC
987,RARB,"HAP,NR1B2,RRB2,RARbeta,RAR-beta",ENSG00000077092,9865,5915.0,HAP,HGNC
988,RTN3,"NSPL2,NSPLII,ASYIP,HAP,RTN3-A1",ENSG00000133318,10469,10313.0,HAP,HGNC
989,ANGPTL2,"ARP2,HARP",ENSG00000136859,490,23452.0,HARP,HGNC
990,ANKS4B,"FLJ38819,HARP",ENSG00000175311,26795,257629.0,HARP,HGNC
991,SMARCAL1,"HHARP,HARP",ENSG00000138375,11102,50485.0,HARP,HGNC
992,PANK2,"HSS,FLJ11729,PKAN,HARP",ENSG00000125779,15894,80025.0,HARP,HGNC
993,HNF1A-AS1,"FLJ38690,HAS1,HASTER",ENSG00000241388,26785,283460.0,HAS1,HGNC
994,DDX18,"MrDb,Has1",ENSG00000088205,2741,8886.0,HAS1,HGNC
995,HMHB1,"HB-1,HB-1Y",ENSG00000158497,29677,57824.0,HB-1,HGNC
996,PEG10,"KIAA1051,HB-1,MEF3L,RGAG3,Mar2,Mart2,SIRH1,RTL2",ENSG00000242265,14005,23089.0,HB-1,HGNC
997,KRT81,Hb-1,ENSG00000205426,6458,3887.0,HB-1,HGNC
998,KRT86,"MNX,Hb6",ENSG00000170442,6463,3892.0,HB6,HGNC
999,ENTPD3,"NTPDase-3,HB6",ENSG00000168032,3365,956.0,HB6,HGNC
1000,HBD,HBK,ENSG00000223609,4829,3045.0,HBK,HGNC
1001,HBM,HBK,ENSG00000206177,4826,3042.0,HBK,HGNC
1002,AZU1,"AZU,CAP37,AZAMP,HBP,NAZC,HUMAZUR",ENSG00000172232,913,566.0,HBP,HGNC
1003,HEBP1,"HEBP,HBP",ENSG00000013583,17176,50865.0,HBP,HGNC
1004,HDLBP,HBP,ENSG00000115677,4857,3069.0,HBP,HGNC
1005,SLBP,HBP,ENSG00000163950,10904,7884.0,HBP,HGNC
1006,STAM2,Hbp,ENSG00000115145,11358,10254.0,HBP,HGNC
1007,SCN1A,"Nav1.1,GEFSP2,HBSCI,NAC1,SMEI",ENSG00000144285,10585,6323.0,HBSCI,HGNC
