HGNC_ID,primary_gene_symbol,collision,source,NCBI_ID,ENSG_ID,alias_symbol
HGNC:583,APC,DP2,HGNC,GENE ID:324,ENSG00000134982,"DP2,DP2.5,DP3,PPP1R46"
HGNC:4502,PTGDR2,DP2,HGNC,GENE ID:11251,ENSG00000183134,"CD294,CRTH2,DP2"
HGNC:6207,JUP,DP3,HGNC,GENE ID:3728,ENSG00000173801,"DP3,DPIII,PDGB,PG,PKGB"
HGNC:583,APC,DP3,HGNC,GENE ID:324,ENSG00000134982,"DP2,DP2.5,DP3,PPP1R46"
HGNC:6272,KCNK1,DPK,HGNC,GENE ID:3775,ENSG00000135750,"DPK,K2p1.1,TWIK-1"
HGNC:18133,TAOK3,DPK,HGNC,GENE ID:51347,ENSG00000135090,"DPK,JIK,MAP3K18"
HGNC:3590,FAP,DPPIV,HGNC,GENE ID:2191,ENSG00000078098,DPPIV
HGNC:3009,DPP4,DPPIV,HGNC,GENE ID:1803,ENSG00000197635,DPPIV
HGNC:12635,UTRN,DRP,HGNC,GENE ID:7402,ENSG00000152818,"DRP,DRP1"
HGNC:2769,DENR,DRP,HGNC,GENE ID:8562,ENSG00000139726,"DRP,DRP1,SMAP-3"
HGNC:2365,CRMP1,DRP-1,HGNC,GENE ID:1400,ENSG00000072832,"DPYSL1,DRP-1"
HGNC:2675,DAPK2,DRP-1,HGNC,GENE ID:23604,ENSG00000035664,"DRP-1,MGC119312"
HGNC:2973,DNM1L,DRP1,HGNC,GENE ID:10059,ENSG00000087470,"DRP1,DVLP,DYMPLE,HDYNIV,VPS1"
HGNC:2769,DENR,DRP1,HGNC,GENE ID:8562,ENSG00000139726,"DRP,DRP1,SMAP-3"
HGNC:12635,UTRN,DRP1,HGNC,GENE ID:7402,ENSG00000152818,"DRP,DRP1"
HGNC:15837,DDX27,DRS1,HGNC,GENE ID:55661,ENSG00000124228,"DRS1,dJ686N3.1"
HGNC:14601,ECI2,DRS1,HGNC,GENE ID:10455,ENSG00000198721,"ACBD2,DRS1,HCA88"
HGNC:12508,UBQLN1,DSK2,HGNC,GENE ID:29979,ENSG00000135018,"DA41,DSK2,PLIC-1,XDRP1"
HGNC:24576,CDT1,DUP,HGNC,GENE ID:81620,ENSG00000167513,"DUP,RIS2"
HGNC:7326,MSH3,DUP,HGNC,GENE ID:4437,ENSG00000113318,"DUP,MRP1"
HGNC:10298,RPL10,DXS648E,HGNC,GENE ID:6134,ENSG00000147403,"DXS648,DXS648E,FLJ23544,L10,NOV,QM,uL16"
HGNC:10231,SNORA70,DXS648E,HGNC,GENE ID:26778,ENSG00000207165,"DXS648E,U70"
HGNC:11907,TNFRSF10D,DcR2,HGNC,GENE ID:8793,ENSG00000173530,"CD264,DcR2,TRAILR4,TRUNDD"
HGNC:17217,DIP2A,Dip2,HGNC,GENE ID:23181,ENSG00000160305,"Dip2,KIAA0184"
HGNC:993,BCL2L10,Diva,HGNC,GENE ID:10017,ENSG00000137875,"BCL-B,Boo,Diva"
HGNC:24596,DYNLL2,Dlc2,HGNC,GENE ID:140735,ENSG00000264364,"DNCL1B,Dlc2,MGC17810,RSPH22"
HGNC:12509,UBQLN2,Dsk2,HGNC,GENE ID:29978,ENSG00000188021,"CHAP1/DSK2,Chap1,Dsk2,LIC-2,N4BP4,PLIC-2,PLIC2,RIHFB2157"
HGNC:983,BCHE,E1,HGNC,GENE ID:590,ENSG00000114200,E1
HGNC:24599,ENOPH1,E1,HGNC,GENE ID:58478,ENSG00000145293,"E1,MASA,mtnC"
HGNC:10115,SNORA73A,E1,HGNC,GENE ID:6080,ENSG00000274266,"E1,E1-7,E1b,U17A"
HGNC:31920,CST12P,E2,HGNC,,ENSG00000226344,"Cst,Ctes4,E2"
HGNC:10107,SNORA62,E2,HGNC,GENE ID:6044,ENSG00000202363,"E2,E2-1"
HGNC:2896,DLAT,E2,HGNC,GENE ID:1737,ENSG00000150768,"E2,PDC-E2"
HGNC:10106,SNORA63,E3,HGNC,GENE ID:6043,ENSG00000200320,"E3,E3-2,SNORA63A"
HGNC:412,ALDH9A1,E3,HGNC,GENE ID:223,ENSG00000143149,E3
HGNC:2898,DLD,E3,HGNC,GENE ID:1738,ENSG00000091140,"DLDH,E3,OGDC-E3"
HGNC:12500,UBE4B,E4,HGNC,GENE ID:10277,ENSG00000130939,"E4,KIAA0684,UBOX3,UFD2"
HGNC:12499,UBE4A,E4,HGNC,GENE ID:9354,ENSG00000110344,"E4,KIAA0126,UBOX2,UFD2"
HGNC:9690,PTTG1,EAP1,HGNC,GENE ID:9232,ENSG00000164611,"EAP1,ECRAR,HPTTG,PTTG,securin"
HGNC:28112,EXOSC7,EAP1,HGNC,GENE ID:23016,ENSG00000075914,"EAP1,KIAA0116,RRP42,Rrp42p,hRrp42p,p8"
HGNC:14282,IRF2BPL,EAP1,HGNC,GENE ID:64207,ENSG00000119669,"EAP1,KIAA1865"
HGNC:6890,MAPRE1,EB1,HGNC,GENE ID:22919,ENSG00000101367,EB1
HGNC:6891,MAPRE2,EB1,HGNC,GENE ID:10982,ENSG00000166974,"EB1,EB2,RP1"
HGNC:2289,COX7A2L,EB1,HGNC,GENE ID:9167,ENSG00000115944,"COX7AR,COX7RP,EB1,SCAF1,SCAFI,SIG81"
HGNC:4298,GLB1,EBP,HGNC,GENE ID:2720,ENSG00000170266,EBP
HGNC:30418,SH3D19,EBP,HGNC,GENE ID:152503,ENSG00000109686,"DKFZp434D0215,EBP,EVE1,Eve-1,Kryn,SH3P19"
HGNC:29629,BUD31,EDG-2,HGNC,GENE ID:8896,ENSG00000106245,"Cwc14,EDG-2,EDG2,YCR063W,fSAP17"
HGNC:21259,CAPRIN2,EEG1,HGNC,GENE ID:65981,ENSG00000110888,"EEG1,FLJ11391,FLJ22569,RNG140,caprin-2"
HGNC:3257,EIF2B1,EIF-2B,HGNC,GENE ID:1967,ENSG00000111361,"EIF-2B,EIF-2Balpha,EIF2BA,EIF2Balpha"
HGNC:3259,EIF2B3,EIF-2B,HGNC,GENE ID:8891,ENSG00000070785,"EIF-2B,EIF2Bgamma"
HGNC:3261,EIF2B5,EIF-2B,HGNC,GENE ID:8893,ENSG00000145191,"EIF-2B,EIF2Bepsilon"
HGNC:3260,EIF2B4,EIF-2B,HGNC,GENE ID:8890,ENSG00000115211,"DKFZP586J0119,EIF-2B,EIF2B,EIF2Bdelta"
HGNC:3260,EIF2B4,EIF2B,HGNC,GENE ID:8890,ENSG00000115211,"DKFZP586J0119,EIF-2B,EIF2B,EIF2Bdelta"
HGNC:3258,EIF2B2,EIF2B,HGNC,GENE ID:8892,ENSG00000119718,"EIF-2Bbeta,EIF2B,EIF2Bbeta"
HGNC:1689,CD59,EL32,HGNC,GENE ID:966,ENSG00000085063,"16.3A5,EJ16,EJ30,EL32,G344,p18-20"
HGNC:3481,ETFA,EMA,HGNC,GENE ID:2108,ENSG00000140374,"EMA,GA2,MADD"
HGNC:7508,MUC1,EMA,HGNC,GENE ID:4582,ENSG00000185499,"ADMCKD,ADMCKD1,CD227,Ca15-3,EMA,KL-6,MCD,MCKD,PEM"
HGNC:18035,EML2,EMAP-2,HGNC,GENE ID:24139,ENSG00000125746,"ELP70,EMAP-2,EMAP2"
HGNC:18197,EML5,EMAP-2,HGNC,GENE ID:161436,ENSG00000165521,"EMAP-2,FAP16,HuEMAP-2"
HGNC:10648,AIMP1,EMAP-2,HGNC,GENE ID:9255,ENSG00000164022,"EMAP-2,EMAPII,p43"
HGNC:33696,SKP1P1,EMC19,HGNC,GENE ID:6922,ENSG00000231234,EMC19
HGNC:10899,SKP1,EMC19,HGNC,GENE ID:6500,ENSG00000113558,"EMC19,MGC34403,OCP-II,OCP2,TCEB1L,p19A"
HGNC:10967,SLC22A3,EMT,HGNC,GENE ID:6581,ENSG00000146477,"EMT,OCT3"
HGNC:6171,ITK,EMT,HGNC,GENE ID:3702,ENSG00000113263,"EMT,LYK,PSCTK2"
HGNC:30405,PRSS33,EOS,HGNC,GENE ID:260429,ENSG00000103355,EOS
HGNC:14534,SPAG11B,EP2,HGNC,GENE ID:10407,ENSG00000164871,"EDDM2B,EP2,EP2C,EP2D,HE2"
HGNC:9594,PTGER2,EP2,HGNC,GENE ID:5732,ENSG00000125384,EP2
HGNC:3423,EPX,EPO,HGNC,GENE ID:8288,ENSG00000121053,"EPO,EPP,EPX-PEN"
HGNC:11820,TIMP1,EPO,HGNC,GENE ID:7076,ENSG00000102265,EPO
HGNC:593,BIRC5,EPR-1,HGNC,GENE ID:332,ENSG00000089685,"EPR-1,survivin"
HGNC:3318,ELF3,EPR-1,HGNC,GENE ID:1999,ENSG00000163435,"EPR-1,ERT,ESE-1"
HGNC:3467,ESR1,ER,HGNC,GENE ID:2099,ENSG00000091831,"ER,ER-alpha,Era,NR3A1"
HGNC:3443,EREG,ER,HGNC,GENE ID:2069,ENSG00000124882,ER
HGNC:1107,ZFP36L1,ERF1,HGNC,GENE ID:677,ENSG00000185650,"Berg36,ERF1,RNF162B,TIS11B,cMG1"
HGNC:11744,TFAP2C,ERF1,HGNC,GENE ID:7022,ENSG00000087510,"AP2-GAMMA,ERF1,TFAP2G,hAP-2g"
HGNC:27962,STING1,ERIS,HGNC,GENE ID:340061,ENSG00000184584,"ERIS,FLJ38577,MITA,MPYS,NET23,STING"
HGNC:24212,CISD2,ERIS,HGNC,GENE ID:493856,ENSG00000145354,"ERIS,Miner1,NAF-1"
HGNC:2121,CMKLR1,ERV1,HGNC,GENE ID:1240,ENSG00000174600,"ChemR23,ERV1,RVER1"
HGNC:4236,GFER,ERV1,HGNC,GENE ID:2671,ENSG00000127554,"ALR,ERV1,HERV1,HPO1,HPO2,HSS"
HGNC:1273,GATD3,ES1,HGNC,GENE ID:8209,ENSG00000160221,"D21S2048E,ES1,GT335,HES1,KNP-I,KNP-Ia,KNPH,KNPI"
HGNC:1865,CES3,ES31,HGNC,GENE ID:23491,ENSG00000172828,"ES31,FLJ21736"
HGNC:11529,EPCAM,ESA,HGNC,GENE ID:4072,ENSG00000119888,"17-1A,323/A3,Ber-Ep4,BerEp4,CD326,CO-17A,EGP-2,EGP34,EGP40,ESA,Ep-CAM,GA733-2,HEA125,KS1/4,KSA,Ly74,MH99,MK-1,MOC-31,MOC31,TACST-1,TROP1"
HGNC:9204,PON1,ESA,HGNC,GENE ID:5444,ENSG00000005421,ESA
HGNC:3758,FLOT2,ESA,HGNC,GENE ID:2319,ENSG00000132589,"ECS-1,ECS1,ESA,ESA1"
HGNC:3758,FLOT2,ESA1,HGNC,GENE ID:2319,ENSG00000132589,"ECS-1,ECS1,ESA,ESA1"
HGNC:5275,KAT5,ESA1,HGNC,GENE ID:10524,ENSG00000172977,"ESA1,HTATIP1,PLIP,TIP60,ZC2HC5,cPLA2"
HGNC:11840,TLE4,ESG,HGNC,GENE ID:7091,ENSG00000106829,"E(spl),ESG,GRG4"
HGNC:11838,TLE2,ESG,HGNC,GENE ID:7089,ENSG00000065717,"ESG,ESG2,FLJ41188,GRG2"
HGNC:11839,TLE3,ESG,HGNC,GENE ID:7090,ENSG00000140332,"ESG,ESG3,GRG3,HsT18976,KIAA1547"
HGNC:11837,TLE1,ESG,HGNC,GENE ID:7088,ENSG00000196781,"ESG,ESG1,GRG1,TLE-1"
HGNC:11837,TLE1,ESG1,HGNC,GENE ID:7088,ENSG00000196781,"ESG,ESG1,GRG1,TLE-1"
HGNC:24198,CTAG1A,ESO1,HGNC,GENE ID:246100,ENSG00000268651,"ESO1,LAGE2A"
HGNC:2491,CTAG1B,ESO1,HGNC,GENE ID:1485,ENSG00000184033,"CT6.1,ESO1,LAGE2A,LAGE2B,NY-ESO-1"
HGNC:24645,ESCO1,ESO1,HGNC,GENE ID:114799,ENSG00000141446,"EFO1,ESO1,KIAA1911"
HGNC:16856,ESPL1,ESP1,HGNC,GENE ID:9700,ENSG00000135476,"ESP1,KIAA0165,SEPA"
HGNC:2361,CRIP2,ESP1,HGNC,GENE ID:1397,ENSG00000182809,"CRP2,ESP1"
HGNC:6860,MAP3K8,EST,HGNC,GENE ID:1326,ENSG00000107968,"EST,MEKK8,Tpl-2,c-COT"
HGNC:11377,SULT1E1,EST,HGNC,GENE ID:6783,ENSG00000109193,EST
HGNC:18398,SMARCAD1,ETL1,HGNC,GENE ID:56916,ENSG00000163104,"DKFZP762K2015,DKFZp762K2015,ETL1,KIAA1122"
HGNC:6572,LGI1,ETL1,HGNC,GENE ID:9211,ENSG00000108231,"EPITEMPIN,ETL1,IB1099"
HGNC:17466,SLC43A3,Eeg1,HGNC,GENE ID:29015,ENSG00000134802,"DKFZp762A227,Eeg1,FOAP-13,PRO1659,SEEEG-1"
HGNC:13179,IKZF4,Eos,HGNC,GENE ID:64375,ENSG00000123411,Eos
HGNC:19201,DPPA5,Esg1,HGNC,GENE ID:340168,ENSG00000203909,Esg1
HGNC:32333,FAM138C,F379,HGNC,GENE ID:654835,ENSG00000218839,F379
HGNC:33581,FAM138F,F379,HGNC,GENE ID:641702,ENSG00000282591,F379
HGNC:33583,FAM138D,F379,HGNC,GENE ID:677784,ENSG00000249054,F379
HGNC:32335,FAM138E,F379,HGNC,GENE ID:100124412,ENSG00000248893,F379
HGNC:32334,FAM138A,F379,HGNC,GENE ID:645520,ENSG00000237613,F379
HGNC:33582,FAM138B,F379,HGNC,GENE ID:654412,ENSG00000226516,F379
HGNC:9508,PSEN1,FAD,HGNC,GENE ID:5663,ENSG00000080815,"FAD,PS-1,PS1,PSNL1,S182"
HGNC:1101,BRCA2,FAD,HGNC,GENE ID:675,ENSG00000139618,"BRCC2,FAD,FAD1,XRCC11"
HGNC:3585,FANCD2,FAD,HGNC,GENE ID:2177,ENSG00000144554,"FA-D2,FAD"
HGNC:24671,FLAD1,FAD1,HGNC,GENE ID:80308,ENSG00000160688,"FAD1,PP591"
HGNC:1101,BRCA2,FAD1,HGNC,GENE ID:675,ENSG00000139618,"BRCC2,FAD,FAD1,XRCC11"
HGNC:3587,FANCF,FAF,HGNC,GENE ID:2188,ENSG00000183161,FAF
HGNC:12632,USP9X,FAF,HGNC,GENE ID:8239,ENSG00000124486,"DFFRX,FAF,FAF-X,MRX99"
HGNC:43713,FALEC,FAL1,HGNC,GENE ID:100874054,ENSG00000228126,"FAL1,ncRNA-a1"
HGNC:40241,FOXD3-AS1,FAST,HGNC,GENE ID:100996301,ENSG00000230798,"FAST,pasFOXD3"
HGNC:24676,FASTK,FAST,HGNC,GENE ID:10922,ENSG00000164896,FAST
HGNC:13598,FBXL2,FBL2,HGNC,GENE ID:25827,ENSG00000153558,"FBL2,FBL3"
HGNC:13598,FBXL2,FBL3,HGNC,GENE ID:25827,ENSG00000153558,"FBL2,FBL3"
HGNC:13599,FBXL3,FBL3,HGNC,GENE ID:26224,ENSG00000005812,"FBL3,FBL3A"
HGNC:13602,FBXL5,FBL4,HGNC,GENE ID:26234,ENSG00000118564,"FBL4,FBL5,FLR1"
HGNC:13601,FBXL4,FBL4,HGNC,GENE ID:26235,ENSG00000112234,"FBL4,FBL5"
HGNC:13601,FBXL4,FBL5,HGNC,GENE ID:26235,ENSG00000112234,"FBL4,FBL5"
HGNC:13602,FBXL5,FBL5,HGNC,GENE ID:26234,ENSG00000118564,"FBL4,FBL5,FLR1"
HGNC:13603,FBXL6,FBL6,HGNC,GENE ID:26233,ENSG00000182325,FBL6
HGNC:13604,FBXL7,FBL6,HGNC,GENE ID:23194,ENSG00000183580,"FBL6,FBL7,KIAA0840"
HGNC:13604,FBXL7,FBL7,HGNC,GENE ID:23194,ENSG00000183580,"FBL6,FBL7,KIAA0840"
HGNC:13606,KDM2A,FBL7,HGNC,GENE ID:22992,ENSG00000173120,"CXXC8,DKFZP434M1735,FBL11,FBL7,FLJ00115,JHDM1A,KIAA1004,LILINA"
HGNC:16524,RAB14,FBP,HGNC,GENE ID:51552,ENSG00000119396,"FBP,RAB-14"
HGNC:4004,FUBP1,FBP,HGNC,GENE ID:8880,ENSG00000162613,FBP
HGNC:13587,FBXO8,FBS,HGNC,GENE ID:26269,ENSG00000164117,"FBS,FBX8"
HGNC:20442,FBRS,FBS,HGNC,GENE ID:64319,ENSG00000156860,"FBS,FLJ11618"
HGNC:24847,FBXO44,FBX30,HGNC,GENE ID:93611,ENSG00000132879,"FBG3,FBX30,Fbx44,Fbxo6a,MGC14140"
HGNC:16712,FBXW7,FBX30,HGNC,GENE ID:55294,ENSG00000109670,"AGO,CDC4,FBW7,FBX30,FBXW6,FLJ11071,SEL-10,SEL10"
HGNC:4651,GTF2E2,FE,HGNC,GENE ID:2961,ENSG00000197265,"FE,TF2E2,TFIIE-B"
HGNC:4650,GTF2E1,FE,HGNC,GENE ID:2960,ENSG00000153767,"FE,TFIIE-A"
HGNC:317,AFP,FETA,HGNC,GENE ID:174,ENSG00000081051,FETA
HGNC:7551,MYBPC3,FHC,HGNC,GENE ID:4607,ENSG00000134571,"FHC,cMyBP-C"
HGNC:3976,FTH1,FHC,HGNC,GENE ID:2495,ENSG00000167996,"FHC,FTH,PIG15,PLIF"
HGNC:23355,DEPP1,FIG,HGNC,GENE ID:11067,ENSG00000165507,"DEPP,FIG,Fseg"
HGNC:17643,GOPC,FIG,HGNC,GENE ID:57120,ENSG00000047932,"CAL,FIG,GOPC1,PIST,dJ94G16.2"
HGNC:15564,IL36B,FIL1,HGNC,GENE ID:27177,ENSG00000136696,"FIL1,FILI-(ETA),IL-1F8,IL-1H2,IL1-ETA,IL1H2,MGC126880,MGC126882"
HGNC:15562,IL36A,FIL1,HGNC,GENE ID:27179,ENSG00000136694,"FIL1,FIL1E,IL-1F6,IL1(EPSILON),MGC129552,MGC129553"
HGNC:15561,IL36RN,FIL1,HGNC,GENE ID:26525,ENSG00000136695,"FIL1,FIL1(DELTA),FIL1D,IL-1F5,IL1HY1,IL1L1,IL1RP3,IL36RA,MGC29840"
HGNC:15563,IL37,FIL1,HGNC,GENE ID:27178,ENSG00000125571,"FIL1,FIL1(ZETA),FIL1Z,IL-1F7,IL-1H4,IL-1RP1"
HGNC:17042,PUF60,FIR,HGNC,GENE ID:22827,ENSG00000179950,"FIR,RoBPI,SIAHBP1"
HGNC:16460,FARP2,FIR,HGNC,GENE ID:9855,ENSG00000006607,"FIR,FRG,KIAA0793,PLEKHC3"
HGNC:25565,FIRRM,FLIP,HGNC,GENE ID:55732,ENSG00000000460,"Apolo1,FLIP,FLJ10706,MEICA1"
HGNC:1876,CFLAR,FLIP,HGNC,GENE ID:8837,ENSG00000003402,"CASH,CLARP,Casper,FLAME,FLIP,I-FLICE,MRIT,c-FLIP,cFLIP"
HGNC:25470,SUSD4,FLJ10052,HGNC,GENE ID:55061,ENSG00000143502,FLJ10052
HGNC:11851,TLR5,FLJ10052,HGNC,GENE ID:7100,ENSG00000187554,"FLJ10052,MGC126430,MGC126431,TIL3"
HGNC:30483,PCMTD1,FLJ10883,HGNC,GENE ID:115294,ENSG00000168300,FLJ10883
HGNC:15882,PCMTD2,FLJ10883,HGNC,GENE ID:55251,ENSG00000203880,FLJ10883
HGNC:23377,FOCAD,FLJ20375,HGNC,GENE ID:54914,ENSG00000188352,FLJ20375
HGNC:23378,BRD10,FLJ20375,HGNC,GENE ID:158358,ENSG00000183354,FLJ20375
HGNC:37234,TMEM231,FLJ22167,HGNC,GENE ID:79583,ENSG00000205084,"ALYE870,FLJ22167,JBTS20,MKS11,PRO1886"
HGNC:1973,CHST5,FLJ22167,HGNC,GENE ID:23563,ENSG00000135702,"FLJ22167,I-GLCNAC-6-ST"
HGNC:19845,SLC35F4,FLJ37712,HGNC,GENE ID:341880,ENSG00000151812,FLJ37712
HGNC:23616,SLC35F3,FLJ37712,HGNC,GENE ID:148641,ENSG00000183780,FLJ37712
HGNC:24772,CTAGE4,FLJ43692,HGNC,GENE ID:100128553,ENSG00000288784,"FLJ43692,cTAGE-4"
HGNC:33846,ARHGEF35,FLJ43692,HGNC,GENE ID:445328,ENSG00000213214,"CTAGE4,FLJ43692"
HGNC:17012,CEP43,FOP,HGNC,GENE ID:11116,ENSG00000213066,FOP
HGNC:24511,CHTOP,FOP,HGNC,GENE ID:26097,ENSG00000160679,"DKFZP547E1010,FOP,SRAG"
HGNC:10680,SDHA,FP,HGNC,GENE ID:6389,ENSG00000073578,"FP,SDHF"
HGNC:9600,PTGFR,FP,HGNC,GENE ID:5737,ENSG00000122420,FP
HGNC:450,ALX4,FPP,HGNC,GENE ID:60529,ENSG00000052850,"FPP,KIAA1788,PFM"
HGNC:7392,MSX2,FPP,HGNC,GENE ID:4488,ENSG00000120149,"CRS2,FPP,HOX8,MSH,PFM"
HGNC:17893,PGAP2,FRAG1,HGNC,GENE ID:27315,ENSG00000148985,"CWH43-N,FRAG1"
HGNC:25752,ATAD5,FRAG1,HGNC,GENE ID:79915,ENSG00000176208,"ELG1,FLJ12735,FRAG1"
HGNC:3959,FRZB,FRITZ,HGNC,GENE ID:2487,ENSG00000162998,"FRE,FRITZ,FRP-3,FRZB-1,FRZB-PEN,FRZB1,FZRB,SFRP3,SRFP3,hFIZ"
HGNC:3972,FSTL1,FRP,HGNC,GENE ID:11167,ENSG00000163430,"FRP,FSL1,OCC-1,OCC1,tsc36"
HGNC:10776,SFRP1,FRP,HGNC,GENE ID:6422,ENSG00000104332,"FRP,FRP-1,SARP2"
HGNC:20460,GBGT1,FS,HGNC,GENE ID:26301,ENSG00000148288,"A3GALNT,FS,MGC44848,UDP-GalNAc"
HGNC:3971,FST,FS,HGNC,GENE ID:10468,ENSG00000134363,FS
HGNC:21411,AIFM2,FSP1,HGNC,GENE ID:84883,ENSG00000042286,"FLJ14497,FSP1,PRG3"
HGNC:11231,ATL1,FSP1,HGNC,GENE ID:51062,ENSG00000198513,"AD-FSP,FSP1"
HGNC:10494,S100A4,FSP1,HGNC,GENE ID:6275,ENSG00000196154,"18A2,42A,FSP1,P9KA,PEL98"
HGNC:11950,TNNT3,FSSV,HGNC,GENE ID:7140,ENSG00000130595,"AMCD2B,DA2B,DKFZp779M2348,FSSV"
HGNC:11946,TNNI2,FSSV,HGNC,GENE ID:7136,ENSG00000130598,"DA2B,FSSV,fsTnI"
HGNC:4010,FUS,FUS1,HGNC,GENE ID:2521,ENSG00000089280,"FUS1,HNRNPP2,TLS,hnRNP-P2"
HGNC:17034,TUSC2,FUS1,HGNC,GENE ID:11334,ENSG00000114383,"C3orf11,FUS1,PAP"
HGNC:18683,EIF4A3,Fal1,HGNC,GENE ID:9775,ENSG00000141543,"EIF4AIII,Fal1,KIAA0111"
HGNC:24679,FBXL20,Fbl2,HGNC,GENE ID:84961,ENSG00000108306,"Fbl2,Fbl20,MGC15482"
HGNC:15600,FBXO30,Fbx30,HGNC,GENE ID:84085,ENSG00000118496,"Fbx30,MGC21674"
HGNC:27245,ATP8B5P,FetA,HGNC,GENE ID:158381,ENSG00000179766,FetA
HGNC:4381,GNA13,G13,HGNC,GENE ID:10672,ENSG00000120063,"G13,MGC46138"
HGNC:2349,ATF6B,G13,HGNC,GENE ID:1388,ENSG00000213676,"ATF6beta,G13"
HGNC:10068,RNF5,G16,HGNC,GENE ID:6048,ENSG00000204308,"G16,NG2,RING5,RMA1"
HGNC:8633,PBX2,G17,HGNC,GENE ID:5089,ENSG00000204304,"G17,HOX12,PBX2MHC"
HGNC:18044,SLC38A3,G17,HGNC,GENE ID:10991,ENSG00000188338,"G17,SN1,SNAT3"
HGNC:13945,GPSM3,G18,HGNC,GENE ID:63940,ENSG00000213654,"AGS4,G18,G18.1a,G18.1b,G18.2,NG1"
HGNC:1984,CISH,G18,HGNC,GENE ID:1154,ENSG00000114737,"CIS,CIS-1,G18,SOCS"
HGNC:13918,PRRC2A,G2,HGNC,GENE ID:7916,ENSG00000204469,"D6S51E,G2"
HGNC:24836,KIAA1549L,G2,HGNC,GENE ID:25758,ENSG00000110427,"G2,MGC34830"
HGNC:2412,CRYGEP,G2,HGNC,GENE ID:200575,ENSG00000229150,G2
HGNC:31959,GAGE2D,GAGE8,HGNC,GENE ID:729408,,GAGE8
HGNC:31960,GAGE2E,GAGE8,HGNC,GENE ID:26749,ENSG00000275113,GAGE8
HGNC:34447,LGALS7B,GAL7,HGNC,GENE ID:653499,ENSG00000178934,GAL7
HGNC:6568,LGALS7,GAL7,HGNC,GENE ID:3963,ENSG00000205076,"GAL7,LGALS7A,PIG1,TP53I1"
HGNC:28707,PAGR1,GAS,HGNC,GENE ID:79447,ENSG00000280789,"GAS,MGC4606,PA1"
HGNC:4122,GALNS,GAS,HGNC,GENE ID:2588,ENSG00000141012,"GALNAC6S,GAS,GalN6S"
HGNC:24834,GPRASP1,GASP,HGNC,GENE ID:9737,ENSG00000198932,"GASP,GASP1"
HGNC:34518,VOPP1,GASP,HGNC,GENE ID:81552,ENSG00000154978,"DKFZp564K0822,ECop,FLJ20532,GASP,WBP1L2"
HGNC:2752,PIAS1,GBP,HGNC,GENE ID:8554,ENSG00000033800,"GBP,GU/RH-II,ZMIZ3"
HGNC:6561,LGALS1,GBP,HGNC,GENE ID:3956,ENSG00000100097,GBP
HGNC:4801,HADHA,GBP,HGNC,GENE ID:3030,ENSG00000084754,"GBP,LCEH,LCHAD,MTPA"
HGNC:31092,TMEM132A,GBP,HGNC,GENE ID:54972,ENSG00000006118,"FLJ20539,GBP"
HGNC:11180,SOD2,GC1,HGNC,GENE ID:6648,ENSG00000291237,"GC1,GClnc1,IPOB,MnSOD,lncRNA-GC1"
HGNC:19954,SLC25A22,GC1,HGNC,GENE ID:79751,ENSG00000177542,"EIEE3,FLJ13044,GC-1,GC1,NET44"
HGNC:17190,OLFM4,GC1,HGNC,GENE ID:10562,ENSG00000102837,"GC1,GW112,OlfD,pDP4"
HGNC:4678,GUCA1A,GCAP,HGNC,GENE ID:2978,ENSG00000048545,"COD3,CORD14,GCAP,GCAP-1,GCAP-I,GCAP1,dJ139D8.6"
HGNC:441,ALPG,GCAP,HGNC,GENE ID:251,ENSG00000163286,GCAP
HGNC:20900,TRMT6,GCD10,HGNC,GENE ID:51605,ENSG00000089195,"CGI-09,GCD10,Gcd10p,MGC5029"
HGNC:16148,CRLS1,GCD10,HGNC,GENE ID:54675,ENSG00000088766,"CLS1,GCD10,dJ967N21.6"
HGNC:19717,GMCL2,GCL,HGNC,GENE ID:64396,ENSG00000244234,GCL
HGNC:15990,GCA,GCL,HGNC,GENE ID:25801,ENSG00000115271,GCL
HGNC:4201,KAT2A,GCN5,HGNC,GENE ID:2648,ENSG00000108773,"GCN5,PCAF-b"
HGNC:8638,KAT2B,GCN5,HGNC,GENE ID:8850,ENSG00000114166,"GCN5,GCN5L,P/CAF"
HGNC:18599,TUBGCP2,GCP2,HGNC,GENE ID:10844,ENSG00000130640,"ALP4,GCP2,SPBC97,Spc97p,hGCP2"
HGNC:4427,GOLGA4,GCP2,HGNC,GENE ID:2803,ENSG00000144674,"GCP2,GOLG,golgin-240,p230"
HGNC:3788,FOLH1,GCP2,HGNC,GENE ID:2346,ENSG00000086205,"GCP2,GCPII,NAALAD1,NAALAdase,PSM,PSMA"
HGNC:4311,GCLC,GCS,HGNC,GENE ID:2729,ENSG00000001084,GCS
HGNC:12524,UGCG,GCS,HGNC,GENE ID:7357,ENSG00000148154,GCS
HGNC:10986,SLC25A16,GDA,HGNC,GENE ID:8034,ENSG00000122912,"D10S105E,GDA,HGT.1,ML7"
HGNC:4335,GLUD1,GDH,HGNC,GENE ID:2746,ENSG00000148672,"GDH,GDH1,hGDH1"
HGNC:12525,UGDH,GDH,HGNC,GENE ID:7358,ENSG00000109814,"GDH,UDP-GlcDH,UDPGDH,UGD"
HGNC:18246,CRYL1,GDH,HGNC,GENE ID:51084,ENSG00000165475,"GDH,MGC149525,MGC149526,lambda-CRY"
