,NCBI_ID,gene_symbol,alias_symbol,HGNC_ID,ENSG_ID
13,19,ABCA1,HDLDT1,29,ENSG00000165029
13,19,ABCA1,HPALP1,29,ENSG00000165029
13,19,ABCA1,TGD,29,ENSG00000165029
14,20,ABCA2,ABC2,32,ENSG00000107331
14,20,ABCA2,IDPOGSA,32,ENSG00000107331
15,21,ABCA3,ABC-C,33,ENSG00000167972
15,21,ABCA3,ABC3,33,ENSG00000167972
15,21,ABCA3,EST111653,33,ENSG00000167972
15,21,ABCA3,LBM180,33,ENSG00000167972
15,21,ABCA3,SMDP3,33,ENSG00000167972
16,22,ABCB7,ABC7,48,ENSG00000131269
16,22,ABCB7,ASAT,48,ENSG00000131269
16,22,ABCB7,ATM1P,48,ENSG00000131269
16,22,ABCB7,EST140535,48,ENSG00000131269
17,23,ABCF1,ABC27,70,ENSG00000204574
17,23,ABCF1,ABC50,70,ENSG00000204574
18,24,ABCA4,ABC10,34,ENSG00000198691
18,24,ABCA4,ABCR,34,ENSG00000198691
18,24,ABCA4,ARMD2,34,ENSG00000198691
18,24,ABCA4,CORD3,34,ENSG00000198691
18,24,ABCA4,FFM,34,ENSG00000198691
18,24,ABCA4,RMP,34,ENSG00000198691
18,24,ABCA4,RP19,34,ENSG00000198691
18,24,ABCA4,STGD,34,ENSG00000198691
18,24,ABCA4,STGD1,34,ENSG00000198691
19,25,ABL1,ABL,76,ENSG00000097007
19,25,ABL1,BCR-ABL,76,ENSG00000097007
19,25,ABL1,CHDSKM,76,ENSG00000097007
19,25,ABL1,JTK7,76,ENSG00000097007
19,25,ABL1,BCR/ABL,76,ENSG00000097007
19,25,ABL1,C-ABL,76,ENSG00000097007
19,25,ABL1,C-ABL1,76,ENSG00000097007
19,25,ABL1,P150,76,ENSG00000097007
19,25,ABL1,V-ABL,76,ENSG00000097007
20,26,AOC1,ABP,80,ENSG00000002726
20,26,AOC1,ABP1,80,ENSG00000002726
20,26,AOC1,DAO,80,ENSG00000002726
20,26,AOC1,DAO1,80,ENSG00000002726
20,26,AOC1,KAO,80,ENSG00000002726
20,26,AOC1,KDAO,80,ENSG00000002726
21,27,ABL2,ABLL,77,ENSG00000143322
21,27,ABL2,ARG,77,ENSG00000143322
22,28,ABO,A3GALNT,79,ENSG00000175164
22,28,ABO,A3GALT1,79,ENSG00000175164
22,28,ABO,GTB,79,ENSG00000175164
22,28,ABO,NAGAT,79,ENSG00000175164
23,29,ABR,MDB,81,ENSG00000159842
24,30,ACAA1,ACAA,82,ENSG00000060971
24,30,ACAA1,LNC-MYD88,82,ENSG00000060971
24,30,ACAA1,PTHIO,82,ENSG00000060971
24,30,ACAA1,THIO,82,ENSG00000060971
25,31,ACACA,ACAC,84,ENSG00000278540
25,31,ACACA,ACACAD,84,ENSG00000278540
25,31,ACACA,ACACALPHA,84,ENSG00000278540
25,31,ACACA,ACC,84,ENSG00000278540
25,31,ACACA,ACC1,84,ENSG00000278540
25,31,ACACA,ACCA,84,ENSG00000278540
25,31,ACACA,ACCALPHA,84,ENSG00000278540
25,31,ACACA,ACAC1,84,ENSG00000278540
25,31,ACACA,HACC1,84,ENSG00000278540
26,32,ACACB,ACACBETA,85,ENSG00000076555
26,32,ACACB,ACC-BETA,85,ENSG00000076555
26,32,ACACB,ACC2,85,ENSG00000076555
26,32,ACACB,ACCB,85,ENSG00000076555
26,32,ACACB,ACCBETA,85,ENSG00000076555
26,32,ACACB,HACC275,85,ENSG00000076555
27,33,ACADL,ACAD4,88,ENSG00000115361
27,33,ACADL,LCAD,88,ENSG00000115361
28,34,ACADM,ACAD1,89,ENSG00000117054
28,34,ACADM,MCAD,89,ENSG00000117054
28,34,ACADM,MCADH,89,ENSG00000117054
29,35,ACADS,ACAD3,90,ENSG00000122971
29,35,ACADS,SCAD,90,ENSG00000122971
30,36,ACADSB,2-MEBCAD,91,ENSG00000196177
30,36,ACADSB,ACAD7,91,ENSG00000196177
30,36,ACADSB,SBCAD,91,ENSG00000196177
31,37,ACADVL,ACAD6,92,ENSG00000072778
31,37,ACADVL,LCACD,92,ENSG00000072778
31,37,ACADVL,VLCAD,92,ENSG00000072778
32,38,ACAT1,ACAT,93,ENSG00000075239
32,38,ACAT1,MAT,93,ENSG00000075239
32,38,ACAT1,T2,93,ENSG00000075239
32,38,ACAT1,THIL,93,ENSG00000075239
34,40,ASIC2,ACCN,99,ENSG00000108684
34,40,ASIC2,ACCN1,99,ENSG00000108684
34,40,ASIC2,ASIC2A,99,ENSG00000108684
34,40,ASIC2,BNC1,99,ENSG00000108684
34,40,ASIC2,BNAC1,99,ENSG00000108684
34,40,ASIC2,MDEG,99,ENSG00000108684
34,40,ASIC2,HBNAC1,99,ENSG00000108684
35,41,ASIC1,ACCN2,100,ENSG00000110881
35,41,ASIC1,ASIC,100,ENSG00000110881
35,41,ASIC1,BNAC2,100,ENSG00000110881
36,43,ACHE,ACEE,108,ENSG00000087085
36,43,ACHE,ARACHE,108,ENSG00000087085
36,43,ACHE,N-ACHE,108,ENSG00000087085
36,43,ACHE,YT,108,ENSG00000087085
38,47,ACLY,ACL,115,ENSG00000131473
38,47,ACLY,ATPCL,115,ENSG00000131473
38,47,ACLY,CLATP,115,ENSG00000131473
39,48,ACO1,ACONS,117,ENSG00000122729
39,48,ACO1,HEL60,117,ENSG00000122729
39,48,ACO1,IREB1,117,ENSG00000122729
39,48,ACO1,IREBP,117,ENSG00000122729
39,48,ACO1,IREBP1,117,ENSG00000122729
39,48,ACO1,IRP1,117,ENSG00000122729
40,49,ACR,SPGF87,126,ENSG00000100312
41,50,ACO2,ACONM,118,ENSG00000100412
41,50,ACO2,HEL-S-284,118,ENSG00000100412
41,50,ACO2,ICRD,118,ENSG00000100412
41,50,ACO2,OCA8,118,ENSG00000100412
41,50,ACO2,OPA9,118,ENSG00000100412
42,51,ACOX1,ACOX,119,ENSG00000161533
42,51,ACOX1,AOX,119,ENSG00000161533
42,51,ACOX1,MITCH,119,ENSG00000161533
42,51,ACOX1,PALMCOX,119,ENSG00000161533
42,51,ACOX1,SCOX,119,ENSG00000161533
43,52,ACP1,HAAP,122,ENSG00000143727
43,52,ACP1,LMW-PTP,122,ENSG00000143727
43,52,ACP1,LMWPTP,122,ENSG00000143727
44,53,ACP2,LAP,123,ENSG00000134575
45,54,ACP5,HPAP,124,ENSG00000102575
45,54,ACP5,TRACP5A,124,ENSG00000102575
45,54,ACP5,TRACP5B,124,ENSG00000102575
45,54,ACP5,TRAP,124,ENSG00000102575
