,collision,ENSG_ID,gene_symbol,source
119,ATP6C,"ENSG00000155097, ENSG00000185883","ATP6V1C1, ATP6V0C",ENSG
120,ATP6D,"ENSG00000159720, ENSG00000155097","ATP6V0D1, ATP6V1C1",ENSG
121,ATP6G,"ENSG00000136888, ENSG00000213760","ATP6V1G1, ATP6V1G2",ENSG
122,ATPM,"ENSG00000152234, ENSG00000154723","ATP5F1A, ATP5PF",ENSG
123,ATR,"ENSG00000274821, ENSG00000169604","SERPINA2, ANTXR1",ENSG
124,ATR1,"ENSG00000138079, ENSG00000144891","SLC3A1, AGTR1",ENSG
125,ATX,"ENSG00000197587, ENSG00000157106, ENSG00000136960","DMBX1, SMG1, ENPP2",ENSG
126,AUTL1,"ENSG00000125703, ENSG00000168397","ATG4C, ATG4B",ENSG
127,AZ1,"ENSG00000141577, ENSG00000104904","CEP131, OAZ1",ENSG
128,B1,"ENSG00000156738, ENSG00000122507","MS4A1, BBS9",ENSG
129,B12,"ENSG00000119013, ENSG00000109079","NDUFB3, TNFAIP1",ENSG
130,B17,"ENSG00000165264, ENSG00000159147","NDUFB6, DONSON",ENSG
131,B18,"ENSG00000166979, ENSG00000099795","EVA1C, NDUFB7",ENSG
132,B29,"ENSG00000007312, ENSG00000134042","CD79B, MRO",ENSG
133,B37,"ENSG00000205929, ENSG00000111676","C21ORF62, ATN1",ENSG
134,B3GN-T1,"ENSG00000174684, ENSG00000170340","B4GAT1, B3GNT2",ENSG
135,B3GNT1,"ENSG00000170340, ENSG00000174684","B3GNT2, B4GAT1",ENSG
136,B7-H5,"ENSG00000107738, ENSG00000114455","VSIR, HHLA2",ENSG
137,B9,"ENSG00000108641, ENSG00000274359","B9D1, NDUFA3",ENSG
138,BA548K23.1,"ENSG00000243289, ENSG00000203942","AGAP13P, C10ORF62",ENSG
139,BAF190,"ENSG00000080503, ENSG00000127616","SMARCA2, SMARCA4",ENSG
140,BAP1,"ENSG00000121481, ENSG00000151276","RNF2, MAGI1",ENSG
141,BAR,"ENSG00000275618, ENSG00000169252","BFAR, ADRB2",ENSG
142,BART,"ENSG00000102931, ENSG00000162399","ARL2BP, BSND",ENSG
143,BAT1,"ENSG00000198563, ENSG00000021488","DDX39B, SLC7A9",ENSG
144,BB1,"ENSG00000276935, ENSG00000135577","MBOAT7, NMBR",ENSG
145,BB2,"ENSG00000090339, ENSG00000126010","ICAM1, GRPR",ENSG
146,BBP,"ENSG00000162604, ENSG00000168066","TM2D1, SF1",ENSG
147,BCAP,"ENSG00000136147, ENSG00000155629","PHF11, PIK3AP1",ENSG
148,BCD1,"ENSG00000117174, ENSG00000067082","ZNHIT6, KLF6",ENSG
149,BCD541,"ENSG00000275349, ENSG00000273772","SMN1, SMN2",ENSG
150,BDP,"ENSG00000179361, ENSG00000163644","ARID3B, PPM1K",ENSG
151,BEC1,"ENSG00000135519, ENSG00000184113","KCNH3, CLDN5",ENSG
152,BEDP,"ENSG00000111701, ENSG00000293543","APOBEC1, DUSP13A",ENSG
153,BETA-4,"ENSG00000258947, ENSG00000134262","TUBB3, AP4B1",ENSG
154,BETA2,"ENSG00000188229, ENSG00000162992","TUBB4B, NEUROD1",ENSG
155,BFNC,"ENSG00000281151, ENSG00000101204","KCNQ2, CHRNA4",ENSG
156,BMD,"ENSG00000167995, ENSG00000198947","BEST1, DMD",ENSG
157,BOP,"ENSG00000128617, ENSG00000215012, ENSG00000115593","OPN1SW, RTL10, SMYD1",ENSG
158,BOR,"ENSG00000104313, ENSG00000134690","EYA1, CDCA8",ENSG
159,BRCC1,"ENSG00000012048, ENSG00000128915","BRCA1, ICE2",ENSG
160,BRCC2,"ENSG00000139618, ENSG00000259571","BRCA2, BLID",ENSG
161,BRWD2,"ENSG00000120008, ENSG00000146247","WDR11, PHIP",ENSG
162,BRX,"ENSG00000170776, ENSG00000204116","AKAP13, CHIC1",ENSG
163,BTF2,"ENSG00000276910, ENSG00000124508, ENSG00000163161, ENSG00000111358, ENSG00000288114","GTF2H2, BTN2A2, ERCC3, GTF2H3, GTF2H1",ENSG
164,BTF4,"ENSG00000125651, ENSG00000188342","GTF2F1, GTF2F2",ENSG
165,BTN1,"ENSG00000292177, ENSG00000188603","BTN1A1, CLN3",ENSG
166,BUB1A,"ENSG00000169679, ENSG00000156970","BUB1, BUB1B",ENSG
167,C1,"ENSG00000089820, ENSG00000211689, ENSG00000101132","ARHGAP4, TRGC1, PFDN4",ENSG
168,C11,"ENSG00000198610, ENSG00000161980","AKR1C4, POLR3K",ENSG
169,C11ORF2,"ENSG00000118096, ENSG00000149823","IFT46, VPS51",ENSG
170,C11ORF3,"ENSG00000134153, ENSG00000149823","EMC7, VPS51",ENSG
171,C11ORF4,"ENSG00000149792, ENSG00000173264","MRPL49, GPR137",ENSG
172,C11ORF48,"ENSG00000162194, ENSG00000278615","LBHD1, C11ORF98",ENSG
173,C11ORF5,"ENSG00000150316, ENSG00000174276","CWC15, ZNHIT2",ENSG
174,C12ORF2,"ENSG00000123094, ENSG00000110925","RASSF8, CSRNP2",ENSG
175,C17,"ENSG00000170891, ENSG00000241258","CYTL1, CRCP",ENSG
176,C17ORF1,"ENSG00000184922, ENSG00000171931","FMNL1, FBXW10",ENSG
177,C18ORF2,"ENSG00000255112, ENSG00000132204","CHMP1B, LINC00470",ENSG
178,C1QTNF15,"ENSG00000178752, ENSG00000182447","ERFE, OTOL1",ENSG
179,C2TA,"ENSG00000159147, ENSG00000179583","DONSON, CIITA",ENSG
180,C4BP,"ENSG00000123838, ENSG00000123843","C4BPA, C4BPB",ENSG
181,C53,"ENSG00000168495, ENSG00000108465","POLR3D, CDK5RAP3",ENSG
182,C5A,"ENSG00000197405, ENSG00000106804","C5AR1, C5",ENSG
183,C6ORF37,"ENSG00000232308, ENSG00000112773","MUCL3, TENT5A",ENSG
184,C6ST,"ENSG00000175264, ENSG00000122863, ENSG00000175040","CHST1, CHST3, CHST2",ENSG
185,C7ORF70,"ENSG00000178397, ENSG00000286075","FAM220A, SAGSIN1",ENSG
186,CA125,"ENSG00000188554, ENSG00000291738","NBR1, MUC16",ENSG
187,CAD,"ENSG00000102794, ENSG00000167080, ENSG00000169598","ACOD1, B4GALNT2, DFFB",ENSG
188,CAF-1,"ENSG00000167670, ENSG00000159259","CHAF1A, CHAF1B",ENSG
189,CAF1,"ENSG00000198791, ENSG00000167670, ENSG00000155508, ENSG00000159259","CNOT7, CHAF1A, CNOT8, CHAF1B",ENSG
190,CAK,"ENSG00000229767, ENSG00000277273","DDR1, CDK7",ENSG
191,CAK1,"ENSG00000277273, ENSG00000102854","CDK7, MSLN",ENSG
192,CAL,"ENSG00000047932, ENSG00000162458","GOPC, FBLIM1",ENSG
193,CALM,"ENSG00000073921, ENSG00000065609","PICALM, SNAP91",ENSG
194,CAMKIINALPHA,"ENSG00000162545, ENSG00000070808","CAMK2N1, CAMK2A",ENSG
195,CANP,"ENSG00000189057, ENSG00000014216, ENSG00000126247","FAM111B, CAPN1, CAPNS1",ENSG
196,CAP,"ENSG00000165996, ENSG00000124570, ENSG00000113441, ENSG00000141867, ENSG00000131236, ENSG00000095637","HACD1, SERPINB6, LNPEP, BRD4, CAP1, SORBS1",ENSG
197,CAP2,"ENSG00000137648, ENSG00000166401","TMPRSS4, SERPINB8",ENSG
198,CAP3,"ENSG00000170542, ENSG00000149418","SERPINB9, ST14",ENSG
199,CAPS1,"ENSG00000163618, ENSG00000105519","CADPS, CAPS",ENSG
200,CAR,"ENSG00000214319, ENSG00000154639, ENSG00000197912, ENSG00000143257","CXADRP1, CXADR, SPG7, NR1I3",ENSG
201,CAR1,"ENSG00000143257, ENSG00000133742","NR1I3, CA1",ENSG
202,CARD2,"ENSG00000140939, ENSG00000170421","NOL3, KRT8",ENSG
203,CARDINAL,"ENSG00000105483, ENSG00000179136","CARD8, LINC00670",ENSG
204,CARF,"ENSG00000168564, ENSG00000240849","CDKN2AIP, PEDS1",ENSG
205,CARMEN,"ENSG00000142867, ENSG00000249669","BCL10, CARMN",ENSG
206,CARP,"ENSG00000178538, ENSG00000148677, ENSG00000148481","CA8, ANKRD1, MINDY3",ENSG
207,CARP2,"ENSG00000063180, ENSG00000092871","CA11, RFFL",ENSG
208,CART1,"ENSG00000076604, ENSG00000180318","TRAF4, ALX1",ENSG
209,CAS,"ENSG00000050820, ENSG00000124207","BCAR1, CSE1L",ENSG
210,CASP,"ENSG00000115165, ENSG00000257923, ENSG00000170275","CYTIP, CUX1, CRTAP",ENSG
211,CAST,"ENSG00000187672, ENSG00000117877","ERC2, POLR1G",ENSG
212,CAT1,"ENSG00000276971, ENSG00000095321","TRPV6, CRAT",ENSG
213,CAV,"ENSG00000174990, ENSG00000105971, ENSG00000105974","CA5A, CAV2, CAV1",ENSG
214,CBBM,"ENSG00000102076, ENSG00000268221","OPN1LW, OPN1MW",ENSG
215,CBL-3,"ENSG00000270123, ENSG00000142273","VTRNA2-1, CBLC",ENSG
216,CBP,"ENSG00000076641, ENSG00000005339, ENSG00000102076","PAG1, CREBBP, OPN1LW",ENSG
217,CCBP2,"ENSG00000129048, ENSG00000144648","ACKR4, ACKR2",ENSG
218,CCP1,"ENSG00000135049, ENSG00000136710","AGTPBP1, CCDC115",ENSG
219,CCRL1,"ENSG00000168329, ENSG00000129048","CX3CR1, ACKR4",ENSG
220,CD,"ENSG00000163599, ENSG00000167207","CTLA4, NOD2",ENSG
221,CD1,"ENSG00000158477, ENSG00000158481, ENSG00000158485","CD1A, CD1C, CD1B",ENSG
222,CD158K,"ENSG00000288389, ENSG00000278692","KIR3DL2, KIR2DL2",ENSG
223,CD16,"ENSG00000162747, ENSG00000203747","FCGR3B, FCGR3A",ENSG
224,CD25,"ENSG00000172183, ENSG00000134460","ISG20, IL2RA",ENSG
225,CD32,"ENSG00000143226, ENSG00000072694","FCGR2A, FCGR2B",ENSG
226,CD3G,"ENSG00000289746, ENSG00000211689","TARP, TRGC1",ENSG
227,CD85,"ENSG00000274914, ENSG00000274669","LILRA5, LILRB1",ENSG
228,CD98,"ENSG00000168003, ENSG00000103257","SLC3A2, SLC7A5",ENSG
229,CDC14B2,"ENSG00000081377, ENSG00000218305","CDC14B, CDC14C",ENSG
230,CDC2,"ENSG00000170312, ENSG00000062822","CDK1, POLD1",ENSG
231,CDC25,"ENSG00000158402, ENSG00000058335","CDC25C, RASGRF1",ENSG
232,CDH14,"ENSG00000145526, ENSG00000129910","CDH18, CDH15",ENSG
233,CDH7,"ENSG00000101542, ENSG00000071991","CDH20, CDH19",ENSG
234,CDK11-P110,"ENSG00000008128, ENSG00000248333","CDK11A, CDK11B",ENSG
235,CDK11-P46,"ENSG00000008128, ENSG00000248333","CDK11A, CDK11B",ENSG
236,CDK11-P58,"ENSG00000008128, ENSG00000248333","CDK11A, CDK11B",ENSG
237,CDK4I,"ENSG00000147883, ENSG00000147889","CDKN2B, CDKN2A",ENSG
238,CDM,"ENSG00000122786, ENSG00000185825","CALD1, BCAP31",ENSG
239,CDR,"ENSG00000079102, ENSG00000288642, ENSG00000198610","RUNX1T1, CDR1, AKR1C4",ENSG
240,CEA,"ENSG00000242221, ENSG00000105388, ENSG00000280501","PSG2, CEACAM5, CEACAM7",ENSG
241,CED-12,"ENSG00000062598, ENSG00000102890, ENSG00000155849","ELMO2, ELMO3, ELMO1",ENSG
242,CED12,"ENSG00000062598, ENSG00000102890, ENSG00000155849","ELMO2, ELMO3, ELMO1",ENSG
243,CELIAC1,"ENSG00000231939, ENSG00000225890","HLA-DQB1, HLA-DQA1",ENSG
244,CEP1,"ENSG00000128283, ENSG00000119397","CDC42EP1, CNTRL",ENSG
245,CEP2,"ENSG00000126001, ENSG00000149798","CEP250, CDC42EP2",ENSG
246,CEP4,"ENSG00000179604, ENSG00000174799","CDC42EP4, CEP135",ENSG
247,CFAG,"ENSG00000143546, ENSG00000163220","S100A8, S100A9",ENSG
248,CFD1,"ENSG00000066468, ENSG00000095906","FGFR2, NUBP2",ENSG
249,CFP1,"ENSG00000154832, ENSG00000108100","CXXC1, CCNY",ENSG
250,CG1,"ENSG00000126777, ENSG00000136243, ENSG00000013619","KTN1, NUP42, MAMLD1",ENSG
251,CGI-141,"ENSG00000111711, ENSG00000174567","GOLT1B, GOLT1A",ENSG
252,CGRP,"ENSG00000163221, ENSG00000110680","S100A12, CALCA",ENSG
253,CHAMP,"ENSG00000073146, ENSG00000198824","MOV10L1, CHAMP1",ENSG
254,CHD5,"ENSG00000124177, ENSG00000182093","CHD6, GET1",ENSG
255,CHE1,"ENSG00000276072, ENSG00000114200","AATF, BCHE",ENSG
256,CHED,"ENSG00000065883, ENSG00000125850","CDK13, OVOL2",ENSG
257,CHIF,"ENSG00000006634, ENSG00000150201","DBF4, FXYD4",ENSG
258,CHK,"ENSG00000007264, ENSG00000110721","MATK, CHKA",ENSG
259,CHN,"ENSG00000128656, ENSG00000119508","CHN1, NR4A3",ENSG
260,CHP,"ENSG00000187446, ENSG00000104140","CHP1, RHOV",ENSG
261,CHS1,"ENSG00000132549, ENSG00000143669","VPS13B, LYST",ENSG
262,CIA,"ENSG00000124160, ENSG00000111875","NCOA5, ASF1A",ENSG
263,CIB,"ENSG00000185043, ENSG00000114779","CIB1, ABHD14B",ENSG
264,CINAP,"ENSG00000184205, ENSG00000279247","TSPYL2, AK6",ENSG
265,CIP1,"ENSG00000124762, ENSG00000146828","CDKN1A, SLC12A9",ENSG
266,CIR,"ENSG00000120457, ENSG00000138433","KCNJ5, CIR1",ENSG
267,CKB1,"ENSG00000204435, ENSG00000277236","CSNK2B, CCL14",ENSG
268,CKMT1,"ENSG00000237289, ENSG00000223572","CKMT1B, CKMT1A",ENSG
269,CKR-1,"ENSG00000163464, ENSG00000163823","CXCR1, CCR1",ENSG
270,CKS1,"ENSG00000173207, ENSG00000254331","CKS1B, CKS1BP7",ENSG
271,CL-11,"ENSG00000283731, ENSG00000118004","KIR3DL1, COLEC11",ENSG
272,CL-6,"ENSG00000283702, ENSG00000186480","KIR2DL3, INSIG1",ENSG
273,CLA1,"ENSG00000165688, ENSG00000073060","PMPCA, SCARB1",ENSG
274,CLA20,"ENSG00000070718, ENSG00000100478","AP3M2, AP4S1",ENSG
275,CLAMP,"ENSG00000101222, ENSG00000174827","SPEF1, PDZK1",ENSG
276,CLAN,"ENSG00000228742, ENSG00000091106","LINC02577, NLRC4",ENSG
277,CLC2,"ENSG00000006659, ENSG00000114859","LGALS14, CLCN2",ENSG
278,CLDN21,"ENSG00000185758, ENSG00000177300","CLDN24, CLDN22",ENSG
279,CLECSF13,"ENSG00000132514, ENSG00000152672","CLEC10A, CLEC4F",ENSG
280,CLF,"ENSG00000101343, ENSG00000006016","CRNKL1, CRLF1",ENSG
281,CLG,"ENSG00000090924, ENSG00000196611","PLEKHG2, MMP1",ENSG
282,CLIM1,"ENSG00000107438, ENSG00000169744","PDLIM1, LDB2",ENSG
283,CLIP,"ENSG00000115138, ENSG00000019582, ENSG00000106665, ENSG00000130779","POMC, CD74, CLIP2, CLIP1",ENSG
284,CLM,"ENSG00000091136, ENSG00000173335","LAMB1, CST9",ENSG
285,CLMF,"ENSG00000168811, ENSG00000113302","IL12A, IL12B",ENSG
286,CLP,"ENSG00000129170, ENSG00000103187, ENSG00000178363","CSRP3, COTL1, CALML3",ENSG
287,CLPSMCR,"ENSG00000235323, ENSG00000229749","COTL1P2, COTL1P1",ENSG
288,CLU1,"ENSG00000132361, ENSG00000120885","CLUH, CLU",ENSG
289,CMG1,"ENSG00000096872, ENSG00000185650","IFT74, ZFP36L1",ENSG
290,CMPD2,"ENSG00000118194, ENSG00000183873","TNNT2, SCN5A",ENSG
291,CMT2,"ENSG00000054523, ENSG00000124688","KIF1B, MAD2L1BP",ENSG
292,CN1,"ENSG00000116981, ENSG00000150656","NT5C1A, CNDP1",ENSG
293,CNA2,"ENSG00000107758, ENSG00000139330","PPP3CB, KERA",ENSG
294,CNIL,"ENSG00000174871, ENSG00000100528","CNIH2, CNIH1",ENSG
295,CNK,"ENSG00000173846, ENSG00000142675","PLK3, CNKSR1",ENSG
296,CO4,"ENSG00000224389, ENSG00000244207","C4B, C4A",ENSG
297,COD1,"ENSG00000156313, ENSG00000103051","RPGR, COG4",ENSG
